1;arms_factory;3153.00;11.05;1742.00;0.52;0
1;arms_factory;3207.00;10.98;1779.00;5.94;0
1;arms_factory;3227.00;10.95;1791.00;0.40;0
1;arms_factory;3224.00;12.60;1765.00;3.58;0
1;arms_factory;3357.00;10.85;1856.00;3.25;0
1;arms_factory;3309.00;11.05;1812.00;3.71;0
1;industrial_complex;3192.00;11.70;1712.00;0.89;0
1;industrial_complex;3262.00;11.75;1773.00;4.79;0
1;industrial_complex;3245.00;10.45;1711.00;1.17;0
1;industrial_complex;3315.00;10.98;1837.00;0.61;0
1;industrial_complex;3218.00;12.30;1744.00;3.14;0
1;industrial_complex;3248.00;12.85;1778.00;5.82;0
1;air_base;3193.00;11.90;1708.00;4.23;0
1;supply_node;3211.00;12.30;1740.00;5.89;0
1;supply_node;3167.00;11.30;1724.00;1.21;0
1;supply_node;3218.00;11.70;1706.00;4.57;0
1;supply_node;3300.00;11.20;1832.00;5.10;0
1;supply_node;3246.00;12.32;1782.00;3.34;0
1;supply_node;3168.00;10.50;1767.00;3.51;0
1;supply_node;3176.00;11.00;1745.00;4.30;0
1;supply_node;3366.00;10.62;1862.00;3.78;0
1;supply_node;3301.00;11.05;1801.00;0.35;0
1;supply_node;3274.00;10.70;1819.00;2.78;0
1;supply_node;3274.00;11.50;1793.00;2.66;0
1;supply_node;3195.00;10.93;1772.00;1.81;0
1;supply_node;3329.00;10.60;1851.00;2.20;0
1;supply_node;3291.00;10.75;1777.00;0.19;0
1;supply_node;3267.00;10.98;1767.00;2.79;0
1;supply_node;3255.00;11.23;1739.00;1.85;0
1;supply_node;3225.00;10.75;1792.00;4.88;0
1;supply_node;3252.00;10.55;1803.00;1.92;0
1;supply_node;3324.00;10.70;1823.00;4.54;0
1;supply_node;3394.00;10.45;1865.00;1.77;0
1;supply_node;3348.00;10.60;1845.00;5.89;0
1;supply_node;3217.00;12.05;1771.00;3.29;0
1;supply_node;3237.00;12.98;1760.00;5.45;0
1;supply_node;3152.00;10.90;1750.00;6.16;0
1;supply_node;3274.00;10.38;1752.00;2.59;0
1;supply_node;3234.00;11.95;1737.00;4.78;0
1;supply_node;3193.00;11.40;1728.00;2.16;0
1;supply_node;3240.00;10.93;1713.00;3.46;0
1;supply_node;3189.00;11.75;1711.00;0.13;0
1;bunker;3187.00;11.25;1735.00;0.96;0
1;bunker;3266.00;11.60;1797.00;2.90;0
1;bunker;3261.00;10.38;1819.00;1.05;0
1;bunker;3253.00;12.55;1781.00;2.98;0
1;bunker;3300.00;11.30;1829.00;0.34;0
1;bunker;3204.00;10.68;1782.00;0.19;0
1;bunker;3202.00;12.00;1709.00;5.52;0
1;bunker;3378.00;10.70;1866.00;3.61;0
1;bunker;3261.00;10.95;1754.00;3.61;0
1;bunker;3388.00;10.40;1860.00;3.37;0
1;bunker;3255.00;10.62;1806.00;0.90;0
1;bunker;3225.00;10.55;1795.00;4.26;0
1;bunker;3271.00;10.30;1743.00;0.16;0
1;bunker;3298.00;10.45;1780.00;4.00;0
1;bunker;3233.00;13.00;1758.00;1.18;0
1;bunker;3210.00;12.25;1735.00;2.10;0
1;bunker;3148.00;11.00;1749.00;2.27;0
1;bunker;3330.00;11.00;1841.00;3.46;0
1;bunker;3188.00;11.70;1717.00;0.09;0
1;bunker;3221.00;11.65;1777.00;2.78;0
1;bunker;3180.00;11.55;1720.00;4.45;0
1;bunker;3354.00;10.70;1851.00;2.19;0
1;bunker;3158.00;10.32;1769.00;1.46;0
1;bunker;3234.00;10.93;1710.00;0.45;0
1;bunker;3311.00;10.40;1797.00;4.12;0
1;bunker;3317.00;10.65;1813.00;3.63;0
1;bunker;3182.00;10.70;1756.00;4.64;0
1;bunker;3244.00;12.50;1745.00;1.99;0
1;bunker;3253.00;10.85;1730.00;0.07;0
1;coastal_bunker;3327.00;9.95;1861.00;-2.82;0
1;coastal_bunker;3209.00;10.30;1793.00;-2.47;0
1;coastal_bunker;3254.00;9.90;1815.00;-3.31;0
1;coastal_bunker;3412.00;10.20;1868.00;1.57;0
1;coastal_bunker;3276.00;10.25;1748.00;1.19;0
1;coastal_bunker;3142.00;9.95;1764.00;-2.65;0
1;coastal_bunker;3347.00;10.25;1867.00;-1.88;0
1;coastal_bunker;3278.00;10.30;1834.00;-2.50;0
1;coastal_bunker;3288.00;9.90;1842.00;-2.71;0
1;coastal_bunker;3167.00;9.85;1777.00;-2.68;0
1;coastal_bunker;3295.00;9.85;1768.00;1.05;0
1;coastal_bunker;3342.00;9.85;1829.00;0.69;0
1;coastal_bunker;3243.00;10.30;1702.00;0.59;0
1;coastal_bunker;3318.00;10.35;1802.00;1.37;0
1;coastal_bunker;3334.00;10.30;1820.00;0.79;0
1;coastal_bunker;3258.00;10.30;1725.00;0.73;0
1;coastal_bunker;3187.00;10.20;1784.00;-2.94;0
1;stronghold_network;3241.00;11.78;1783.00;3.29;0
1;dockyard;3323.00;10.30;1807.00;0.79;0
1;anti_air_building;3198.00;11.10;1771.00;5.85;0
1;anti_air_building;3336.00;10.80;1849.00;4.77;0
1;anti_air_building;3220.00;10.40;1795.00;6.21;0
1;synthetic_refinery;3360.00;10.25;1845.00;2.96;0
1;fuel_silo;3227.00;11.15;1702.00;0.01;0
1;radar_station;3277.00;11.10;1781.00;0.90;0
1;nuclear_reactor_spawn;3278.00;10.65;1826.00;1.09;0
1;special_project_facility_spawn;3216.00;12.32;1729.00;4.86;0
1;special_project_facility_spawn;3264.00;10.68;1749.00;1.38;0
1;special_project_facility_spawn;3268.00;10.95;1765.00;2.91;0
1;special_project_facility_spawn;3259.00;12.70;1782.00;0.00;0
1;special_project_facility_spawn;3394.00;10.38;1870.00;3.95;0
1;special_project_facility_spawn;3222.00;11.50;1701.00;2.73;0
1;special_project_facility_spawn;3197.00;10.60;1781.00;3.56;0
1;special_project_facility_spawn;3352.00;10.30;1866.00;4.87;0
1;special_project_facility_spawn;3326.00;10.55;1853.00;4.61;0
1;special_project_facility_spawn;3306.00;11.30;1825.00;0.72;0
1;special_project_facility_spawn;3310.00;10.35;1794.00;5.43;0
1;special_project_facility_spawn;3257.00;10.88;1735.00;3.43;0
1;special_project_facility_spawn;3284.00;11.00;1778.00;3.97;0
1;special_project_facility_spawn;3317.00;10.98;1821.00;2.64;0
1;special_project_facility_spawn;3190.00;11.50;1724.00;3.86;0
1;special_project_facility_spawn;3173.00;10.93;1743.00;4.20;0
1;special_project_facility_spawn;3223.00;12.30;1761.00;4.73;0
1;special_project_facility_spawn;3152.00;11.10;1746.00;5.96;0
1;special_project_facility_spawn;3156.00;10.40;1766.00;5.40;0
1;special_project_facility_spawn;3343.00;10.70;1844.00;5.26;0
1;special_project_facility_spawn;3224.00;12.60;1765.00;0.49;0
1;special_project_facility_spawn;3232.00;10.65;1797.00;0.30;0
1;special_project_facility_spawn;3272.00;11.45;1783.00;1.27;0
1;special_project_facility_spawn;3274.00;11.15;1808.00;4.78;0
1;special_project_facility_spawn;3250.00;10.62;1725.00;1.88;0
1;special_project_facility_spawn;3186.00;11.70;1718.00;0.51;0
1;special_project_facility_spawn;3246.00;12.35;1743.00;4.22;0
1;special_project_facility_spawn;3240.00;10.40;1802.00;4.67;0
1;special_project_facility_spawn;3179.00;11.73;1718.00;5.82;0
1;rocket_site_spawn;3218.00;12.40;1749.00;1.26;0
1;naval_base_spawn;3375.00;9.98;1853.00;-2.94;2977
1;naval_base_spawn;3141.00;10.35;1763.00;-2.65;2911
1;naval_base_spawn;3320.00;9.95;1803.00;1.37;2977
1;naval_base_spawn;3286.00;10.30;1759.00;1.19;3047
1;naval_base_spawn;3233.00;10.30;1801.00;-2.47;2911
1;naval_base_spawn;3311.00;9.95;1855.00;-2.82;2861
1;naval_base_spawn;3280.00;9.95;1836.00;-2.50;2861
1;naval_base_spawn;3156.00;9.95;1772.00;-2.68;2911
1;naval_base_spawn;3238.00;10.20;1689.00;0.59;3047
1;naval_base_spawn;3289.00;9.95;1761.00;1.05;3047
1;naval_base_spawn;3188.00;10.25;1784.00;-2.94;2911
1;naval_base_spawn;3248.00;10.25;1809.00;-2.13;2911
1;naval_base_spawn;3288.00;10.30;1841.00;-2.71;2861
1;naval_base_spawn;3331.00;9.95;1816.00;0.79;2977
1;naval_base_spawn;3384.00;9.95;1856.00;1.57;2977
1;naval_base_spawn;3363.00;9.85;1846.00;0.69;2977
1;naval_base_spawn;3258.00;10.30;1725.00;0.73;3047
1;floating_harbor;3291.07;9.50;1851.36;0.43;247
1;floating_harbor;3160.87;9.50;1781.26;0.46;651
1;floating_harbor;3362.63;9.50;1878.86;0.20;758
1;floating_harbor;3314.43;9.50;1784.58;-2.46;961
1;floating_harbor;3263.80;9.50;1832.60;0.64;1176
1;floating_harbor;3190.63;9.50;1793.86;0.20;1207
1;floating_harbor;3323.79;9.50;1866.64;0.32;1266
1;floating_harbor;3304.08;9.50;1769.53;-2.09;1313
1;floating_harbor;3267.65;9.50;1724.77;-2.41;1607
1;floating_harbor;3216.63;9.50;1802.47;0.67;1650
1;floating_harbor;3238.06;9.50;1811.71;1.01;1769
1;floating_harbor;3335.95;9.50;1811.05;-2.36;1775
1;floating_harbor;3384.00;9.50;1808.00;-3.38;1863
1;floating_harbor;3357.48;9.50;1833.62;-2.45;1872
1;floating_harbor;3140.71;9.50;1771.18;0.49;1877
1;floating_harbor;3285.50;9.50;1747.40;-1.95;1878
1;floating_harbor;3249.88;9.50;1698.18;-2.55;1885
2;arms_factory;2161.00;10.68;1750.00;0.40;0
2;arms_factory;2148.00;11.00;1777.00;3.58;0
2;arms_factory;2130.00;10.35;1746.00;3.25;0
2;arms_factory;2153.00;11.00;1756.00;3.71;0
2;arms_factory;2149.00;10.95;1743.00;0.89;0
2;arms_factory;2155.00;10.90;1770.00;4.79;0
2;industrial_complex;2137.00;10.85;1766.00;1.17;0
2;industrial_complex;2182.00;10.60;1776.00;0.61;0
2;industrial_complex;2130.00;10.65;1754.00;3.14;0
2;industrial_complex;2154.00;10.70;1782.00;5.82;0
2;industrial_complex;2133.00;10.60;1744.00;4.23;0
2;industrial_complex;2168.00;11.00;1760.00;1.21;0
2;air_base;2165.00;10.65;1779.00;4.49;0
2;supply_node;2129.00;10.95;1761.00;4.57;0
2;supply_node;2167.00;10.60;1784.00;5.10;0
2;supply_node;2176.00;11.20;1757.00;3.34;0
2;supply_node;2140.00;10.62;1787.00;3.51;0
2;supply_node;2192.00;10.40;1772.00;4.30;0
2;supply_node;2154.00;10.90;1765.00;3.78;0
2;supply_node;2148.00;10.90;1747.00;0.35;0
2;bunker;2131.00;10.70;1756.00;2.80;0
2;bunker;2158.00;10.90;1758.00;3.00;0
2;bunker;2174.00;11.20;1754.00;4.30;0
2;bunker;2145.00;10.95;1785.00;4.57;0
2;bunker;2162.00;10.70;1778.00;4.32;0
2;bunker;2154.00;10.70;1742.00;2.71;0
2;bunker;2183.00;10.40;1784.00;3.32;0
2;coastal_bunker;2124.00;9.85;1786.00;-2.60;0
2;coastal_bunker;2178.00;10.30;1790.00;-3.50;0
2;coastal_bunker;2121.00;10.30;1768.00;-1.71;0
2;coastal_bunker;2205.00;10.25;1771.00;-3.93;0
2;stronghold_network;2155.00;10.90;1766.00;3.14;0
2;dockyard;2124.00;9.50;1788.00;-2.60;0
2;anti_air_building;2141.00;10.70;1749.00;0.06;0
2;anti_air_building;2129.00;10.38;1750.00;3.93;0
2;anti_air_building;2131.00;10.70;1757.00;1.79;0
2;synthetic_refinery;2169.00;10.65;1748.00;2.49;0
2;fuel_silo;2135.00;10.90;1761.00;4.84;0
2;radar_station;2165.00;10.80;1772.00;3.46;0
2;nuclear_reactor_spawn;2171.00;11.00;1761.00;5.33;0
2;special_project_facility_spawn;2172.00;10.65;1779.00;0.96;0
2;special_project_facility_spawn;2155.00;10.70;1748.00;2.90;0
2;special_project_facility_spawn;2143.00;10.68;1796.00;1.05;0
2;special_project_facility_spawn;2193.00;10.65;1761.00;2.98;0
2;special_project_facility_spawn;2153.00;10.90;1769.00;0.34;0
2;special_project_facility_spawn;2129.00;10.62;1754.00;0.19;0
2;special_project_facility_spawn;2190.00;10.90;1759.00;5.52;0
2;rocket_site_spawn;2153.00;10.80;1750.00;3.61;0
2;naval_base_spawn;2174.00;10.30;1792.00;-3.50;3056
2;naval_base_spawn;2151.00;10.25;1803.00;-2.60;2972
2;naval_base_spawn;2119.00;9.60;1762.00;-1.71;2972
2;naval_base_spawn;2187.00;10.32;1785.00;-3.93;3056
